disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,declarationDate,disasterType,incidentType,title
2826,0,0,1,0,WA,2009-08-22T00:00:00 -04:00,FM,Fire,ODEN ROAD FIRE
2827,0,0,1,0,WA,2009-08-22T00:00:00 -04:00,FM,Fire,DRY CREEK FIRE COMPLEX 
2828,0,0,1,0,CA,2009-08-28T00:00:00 -04:00,FM,Fire,PV FIRE 
2829,0,0,1,0,OR,2009-08-28T00:00:00 -04:00,FM,Fire,MICROWAVE FIRE
2830,0,0,1,0,CA,2009-08-28T00:00:00 -04:00,FM,Fire,STATION FIRE
2831,0,0,1,0,UT,2009-08-30T00:00:00 -04:00,FM,Fire,MILL FLAT FIRE
2832,0,0,1,0,CA,2009-08-31T00:00:00 -04:00,FM,Fire,49 FIRE
2833,0,0,1,0,CA,2009-08-31T00:00:00 -04:00,FM,Fire,OAK GLEN FIRE
2834,0,0,1,0,HI,2009-08-31T00:00:00 -04:00,FM,Fire,KAUNAKAKAI FIRE
2835,0,0,1,0,AZ,2009-08-31T00:00:00 -04:00,FM,Fire,WATER WHEEL FIRE
2836,0,0,1,0,CA,2009-09-01T00:00:00 -04:00,FM,Fire,PENDLETON FIRE
2837,0,0,1,0,MT,2009-09-04T00:00:00 -04:00,FM,Fire,EAGLE MOUNT FIRE
2838,0,0,1,0,OR,2009-09-22T00:00:00 -04:00,FM,Fire,SOUTH COUNTY FIRE COMPLEX
2839,0,0,1,0,CA,2009-09-22T00:00:00 -04:00,FM,Fire,GUIBERSON FIRE
2840,0,0,1,0,AZ,2009-10-03T00:00:00 -04:00,FM,Fire,TWIN FIRE
2841,0,0,1,0,CA,2009-10-04T00:00:00 -04:00,FM,Fire,SHEEP FIRE
2842,0,0,1,0,NM,2010-05-24T00:00:00 -04:00,FM,Fire,CABAZON FIRE
2843,0,0,1,0,NM,2010-06-02T00:00:00 -04:00,FM,Fire,RIO FIRE
2844,0,0,1,0,HI,2010-06-09T00:00:00 -04:00,FM,Fire,MAALAEA FIRE
2845,0,0,1,0,AZ,2010-06-19T00:00:00 -04:00,FM,Fire,HARDY FIRE
2846,0,0,1,0,AZ,2010-06-20T00:00:00 -04:00,FM,Fire,SHULTZ FIRE
2847,0,0,1,0,NV,2010-07-01T00:00:00 -04:00,FM,Fire,CATHEDRAL FIRE
2848,0,0,1,0,WA,2010-07-19T00:00:00 -04:00,FM,Fire,COWICHE MILLS FIRE
2849,0,0,1,0,CA,2010-07-27T00:00:00 -04:00,FM,Fire,BULL FIRE
2850,0,0,1,0,CA,2010-07-28T00:00:00 -04:00,FM,Fire,WEST FIRE
2851,0,0,1,0,CA,2010-07-30T00:00:00 -04:00,FM,Fire,CROWN FIRE
2852,0,0,1,0,CA,2010-08-24T00:00:00 -04:00,FM,Fire,POST FIRE
2853,0,0,1,0,ID,2010-08-26T00:00:00 -04:00,FM,Fire,HURD FIRE
2854,0,0,1,0,WA,2010-08-27T00:00:00 -04:00,FM,Fire,SLIDE CREEK WILDFIRE
2855,0,0,1,0,CO,2010-09-06T00:00:00 -04:00,FM,Fire,FOUR MILE CANYON FIRE
2856,0,0,1,0,CA,2010-09-10T00:00:00 -04:00,FM,Fire,GLENVIEW FIRE
2857,0,0,1,0,CO,2010-09-12T00:00:00 -04:00,FM,Fire,RESERVOIR ROAD FIRE
2858,0,0,1,0,CA,2010-09-15T00:00:00 -04:00,FM,Fire,CANYON FIRE
2859,0,0,1,0,UT,2010-09-19T00:00:00 -04:00,FM,Fire,MACHINE GUN FIRE 
2860,0,0,1,0,VA,2011-02-20T00:00:00 -05:00,FM,Fire,SMITH FIRE
2861,0,0,1,0,VA,2011-02-20T00:00:00 -05:00,FM,Fire,COFFMAN FIRE
2862,0,0,1,0,TX,2011-02-27T00:00:00 -05:00,FM,Fire,WILLOW CREEK SOUTH FIRE COMPLEX
2863,0,0,1,0,TX,2011-02-27T00:00:00 -05:00,FM,Fire,MATADOR FIRE
2864,0,0,1,0,TX,2011-02-27T00:00:00 -05:00,FM,Fire,TANGLEWOOD FIRE COMPLEX
2865,0,0,1,0,TX,2011-02-28T00:00:00 -05:00,FM,Fire,MITCHELL FIRE COMPLEX
2866,0,0,1,0,NM,2011-03-08T00:00:00 -05:00,FM,Fire,QUAIL RIDGE FIRE
2867,0,0,1,0,TX,2011-03-11T00:00:00 -05:00,FM,Fire,ENMIN FIRE
2868,0,0,1,0,OK,2011-03-11T00:00:00 -05:00,FM,Fire,HARRAH FIRE
2869,0,0,1,0,OK,2011-03-11T00:00:00 -05:00,FM,Fire,MIDWEST CITY FIRE COMPLEX
2870,0,0,1,0,TX,2011-03-12T00:00:00 -05:00,FM,Fire,BIG TRICKLE RANCH FIRE
2871,0,0,1,0,OK,2011-03-12T00:00:00 -05:00,FM,Fire,GOLDSBY FIRE
2872,0,0,1,0,OK,2011-03-12T00:00:00 -05:00,FM,Fire,SHAWNEE FIRE
2873,0,0,1,0,CO,2011-03-21T00:00:00 -04:00,FM,Fire,INDIAN GULCH FIRE
2874,0,0,1,0,OK,2011-03-24T00:00:00 -04:00,FM,Fire,OSAGE COUNTY FIRE COMPLEX
2875,0,0,1,0,GA,2011-03-25T00:00:00 -04:00,FM,Fire,ELAN CHURCH ROAD FIRE
2876,0,0,1,0,GA,2011-03-25T00:00:00 -04:00,FM,Fire,MOSLEY ROAD FIRE
2877,0,0,1,0,CO,2011-04-03T00:00:00 -04:00,FM,Fire,CRYSTAL FIRE
2878,0,0,1,0,KS,2011-04-03T00:00:00 -04:00,FM,Fire,HASKELL COUNTY FIRE
2879,0,0,1,0,OK,2011-04-03T00:00:00 -04:00,FM,Fire,GUYMON FIRE 
2880,0,0,1,0,NM,2011-04-03T00:00:00 -04:00,FM,Fire,WHITE FIRE 
2881,0,0,1,0,TX,2011-04-03T00:00:00 -04:00,FM,Fire,BATES FIELD FIRE
2882,0,0,1,0,TX,2011-04-05T00:00:00 -04:00,FM,Fire,EL CENIZO FIRE
2883,0,0,1,0,OK,2011-04-06T00:00:00 -04:00,FM,Fire,JONES SPENCER FIRE 
2884,0,0,1,0,TX,2011-04-09T00:00:00 -04:00,FM,Fire,SWENSON FIRE
2885,0,0,1,0,TX,2011-04-09T00:00:00 -04:00,FM,Fire,ROCKHOUSE FIRE 
2886,0,0,1,0,TX,2011-04-09T00:00:00 -04:00,FM,Fire,HICKMAN FIRE 
2887,0,0,1,0,OK,2011-04-10T00:00:00 -04:00,FM,Fire,CLEVELAND FIRE 
2888,0,0,1,0,TX,2011-04-15T00:00:00 -04:00,FM,Fire,PK WEST FIRE 
2889,0,0,1,0,TX,2011-04-15T00:00:00 -04:00,FM,Fire,COOPER MOUNTAIN RANCH FIRE 
2890,0,0,1,0,OK,2011-04-15T00:00:00 -04:00,FM,Fire,GOODYEAR PLANT FIRE
2891,0,0,1,0,TX,2011-04-15T00:00:00 -04:00,FM,Fire,WICHITA FIRE COMPLEX
2892,0,0,1,0,TX,2011-04-15T00:00:00 -04:00,FM,Fire,WILDCAT FIRE
2893,0,0,1,0,TX,2011-04-16T00:00:00 -04:00,FM,Fire,HOHERTZ FIRE
2894,0,0,1,0,TX,2011-04-16T00:00:00 -04:00,FM,Fire,EAST SIDWYNICKS FIRE 
2895,0,0,1,0,TX,2011-04-16T00:00:00 -04:00,FM,Fire,PK EAST FIRE
2896,0,0,1,0,TX,2011-04-17T00:00:00 -04:00,FM,Fire,BRYSON FIRE COMPLEX
2897,0,0,1,0,NM,2011-04-17T00:00:00 -04:00,FM,Fire,TIRE FIRE
2898,0,0,1,0,TX,2011-04-17T00:00:00 -04:00,FM,Fire,PINNACLE FIRE 
2899,0,0,1,0,TX,2011-04-21T00:00:00 -04:00,FM,Fire,148/2332 FIRE 
2900,0,0,1,0,NE,2011-04-22T00:00:00 -04:00,FM,Fire,THEDFORD FIRE
2901,0,0,1,0,TX,2011-04-27T00:00:00 -04:00,FM,Fire,PLEASANT FARMS FIRE
2902,0,0,1,0,FL,2011-04-27T00:00:00 -04:00,FM,Fire,SLOPE FIRE
2903,0,0,1,0,TX,2011-04-29T00:00:00 -04:00,FM,Fire,OASIS PIPELINE FIRE 
2904,0,0,1,0,TX,2011-04-30T00:00:00 -04:00,FM,Fire,WAGGONER RANCH FIRE 
2905,0,0,1,0,TX,2011-04-30T00:00:00 -04:00,FM,Fire,SISK ROAD FIRE 
2906,0,0,1,0,TX,2011-05-08T00:00:00 -04:00,FM,Fire,GAGE HOLLAND FIRE
2907,0,0,1,0,AZ,2011-05-09T00:00:00 -04:00,FM,Fire,HORSESHOE TWO FIRE
2908,0,0,1,0,TX,2011-05-09T00:00:00 -04:00,FM,Fire,MATT LOOP FIRE
2909,0,0,1,0,AK,2011-05-22T00:00:00 -04:00,FM,Fire,MOOSE MOUNTAIN FIRE
2910,0,0,1,0,TX,2011-05-24T00:00:00 -04:00,FM,Fire,CEED FIRE 
2911,0,0,1,0,TX,2011-05-29T00:00:00 -04:00,FM,Fire,REIMER FIRE
2912,0,0,1,0,TX,2011-05-29T00:00:00 -04:00,FM,Fire,PITT ROAD FIRE 
2913,0,0,1,0,TX,2011-05-29T00:00:00 -04:00,FM,Fire,STONE RIDGE FIRE
2914,0,0,1,0,TX,2011-06-02T00:00:00 -04:00,FM,Fire,TEJANO CANYON FIRE 
2915,0,0,1,0,AZ,2011-06-02T00:00:00 -04:00,FM,Fire,WALLOW FIRE
2916,0,0,1,0,TX,2011-06-03T00:00:00 -04:00,FM,Fire,SNYDER FIRE 
2917,0,0,1,0,NM,2011-06-10T00:00:00 -04:00,FM,Fire,WALLOW FIRE
2918,0,0,1,0,NM,2011-06-12T00:00:00 -04:00,FM,Fire,TRACK FIRE 
2919,0,0,1,0,AZ,2011-06-12T00:00:00 -04:00,FM,Fire,MONUMENT FIRE
2920,0,0,1,0,GA,2011-06-15T00:00:00 -04:00,FM,Fire,RACEPOND WILDFIRE
2921,0,0,1,0,GA,2011-06-16T00:00:00 -04:00,FM,Fire,SWEAT FARM AGAIN FIRE
2922,0,0,1,0,TX,2011-06-16T00:00:00 -04:00,FM,Fire,GRAND MESA FIRE
2923,0,0,1,0,CO,2011-06-16T00:00:00 -04:00,FM,Fire,DUCKETT FIRE
2924,0,0,1,0,TX,2011-06-17T00:00:00 -04:00,FM,Fire,FOREST BROOK FIRE 
2925,0,0,1,0,TX,2011-06-18T00:00:00 -04:00,FM,Fire,COUNTY LINE FIRE 
2926,0,0,1,0,TX,2011-06-18T00:00:00 -04:00,FM,Fire,POWERLINE FIRE 
2927,0,0,1,0,TX,2011-06-20T00:00:00 -04:00,FM,Fire,DYER MILL FIRE
2928,0,0,1,0,TX,2011-06-20T00:00:00 -04:00,FM,Fire,MCDONALD 2 FIRE 
2929,0,0,1,0,TX,2011-06-20T00:00:00 -04:00,FM,Fire,COWBOY CHURCH FIRE 
2930,0,0,1,0,TX,2011-06-21T00:00:00 -04:00,FM,Fire,BOYKEN ROAD FIRE 
2931,0,0,1,0,TX,2011-06-21T00:00:00 -04:00,FM,Fire,WHITE HAT FIRE 
2932,0,0,1,0,OK,2011-06-24T00:00:00 -04:00,FM,Fire,MEDICINE PARK FIRE
2933,0,0,1,0,NM,2011-06-26T00:00:00 -04:00,FM,Fire,LAS CONCHAS FIRE 
2934,0,0,1,0,NM,2011-06-29T00:00:00 -04:00,FM,Fire,LITTLE LEWIS FIRE
2935,0,0,1,0,NM,2011-06-30T00:00:00 -04:00,FM,Fire,DONALDSON FIRE 
2936,0,0,1,0,NC,2011-07-04T00:00:00 -04:00,FM,Fire,SIMMONS ROAD FIRE
2937,0,0,1,0,TX,2011-07-11T00:00:00 -04:00,FM,Fire,NOLAN COUNTY FIRE COMPLEX
2938,0,0,1,0,OK,2011-07-15T00:00:00 -04:00,FM,Fire,EDMOND FIRE
2939,0,0,1,0,OK,2011-07-15T00:00:00 -04:00,FM,Fire,FALLS CREEK FIRE
2940,0,0,1,0,OK,2011-07-26T00:00:00 -04:00,FM,Fire,FRANKHOMA 81-FIRE 
2941,0,0,1,0,OK,2011-08-01T00:00:00 -04:00,FM,Fire,MUSTANG ROAD FIRE
2942,0,0,1,0,OK,2011-08-02T00:00:00 -04:00,FM,Fire,ANDERSON ROAD FIRE 
2943,0,0,1,0,OK,2011-08-02T00:00:00 -04:00,FM,Fire,REGENCY FIRE
2944,0,0,1,0,OK,2011-08-02T00:00:00 -04:00,FM,Fire,TURLEY FIRE 
2945,0,0,1,0,OK,2011-08-04T00:00:00 -04:00,FM,Fire,COFFEE CREEK FIRE 
2946,0,0,1,0,OK,2011-08-05T00:00:00 -04:00,FM,Fire,265TH WEST FIRE 
2947,0,0,1,0,OK,2011-08-07T00:00:00 -04:00,FM,Fire,CLEVELAND-MANNFORD FIRE COMPLEX
2948,0,0,1,0,OK,2011-08-08T00:00:00 -04:00,FM,Fire,CEDAR LANE FIRE
2949,0,0,1,0,TX,2011-08-15T00:00:00 -04:00,FM,Fire,HORSESHOE FIRE 
2950,0,0,1,0,MT,2011-08-29T00:00:00 -04:00,FM,Fire,CANYON CREEK FIRE
2951,0,0,1,0,OK,2011-08-30T00:00:00 -04:00,FM,Fire,63RD AND SOONER ROAD FIRE
2952,0,0,1,0,TX,2011-08-30T00:00:00 -04:00,FM,Fire,101 RANCH FIRE
2953,0,0,1,0,OK,2011-08-31T00:00:00 -04:00,FM,Fire,TWIN LAKES FIRE COMPLEX
2954,0,0,1,0,OK,2011-08-31T00:00:00 -04:00,FM,Fire,WESTMINSTER FIRE
2955,0,0,1,0,CA,2011-09-02T00:00:00 -04:00,FM,Fire,HILL FIRE
2956,0,0,1,0,OK,2011-09-03T00:00:00 -04:00,FM,Fire,FERGUSON FIRE
2957,0,0,1,0,TX,2011-09-04T00:00:00 -04:00,FM,Fire,HODDE FIRE
2958,0,0,1,0,TX,2011-09-04T00:00:00 -04:00,FM,Fire,BASTROP COUNTY FIRE COMPLEX 
2959,0,0,1,0,TX,2011-09-05T00:00:00 -04:00,FM,Fire,PEDERNALES BEND FIRE
2960,0,0,1,0,TX,2011-09-05T00:00:00 -04:00,FM,Fire,STEINER RANCH FIRE
2961,0,0,1,0,CA,2011-09-05T00:00:00 -04:00,FM,Fire,CANYON FIRE
2962,0,0,1,0,TX,2011-09-06T00:00:00 -04:00,FM,Fire,TAMINA FIRE
2963,0,0,1,0,TX,2011-09-06T00:00:00 -04:00,FM,Fire,MOONGLOW FIRE
2964,0,0,1,0,TX,2011-09-06T00:00:00 -04:00,FM,Fire,RILEY ROAD FIRE
2965,0,0,1,0,TX,2011-09-06T00:00:00 -04:00,FM,Fire,BEAR CREEK FIRE
2966,0,0,1,0,WA,2011-09-08T00:00:00 -04:00,FM,Fire,MONASTERY FIRE COMPLEX
2967,0,0,1,0,TX,2011-09-08T00:00:00 -04:00,FM,Fire,BIG OAK FIRE 
2968,0,0,1,0,TX,2011-09-09T00:00:00 -04:00,FM,Fire,PAT GROSS FIRE 
2969,0,0,1,0,NV,2011-09-10T00:00:00 -04:00,FM,Fire,HOLBROOK FIRE
2970,0,0,1,0,CA,2011-09-11T00:00:00 -04:00,FM,Fire,KEENE FIRE COMPLEX
2971,0,0,1,0,CA,2011-09-11T00:00:00 -04:00,FM,Fire,COMANCHE FIRE COMPLEX
2972,0,0,1,0,NV,2011-10-03T00:00:00 -04:00,FM,Fire,INDIAN CREEK FIRE
2973,0,0,1,0,NV,2011-11-18T00:00:00 -05:00,FM,Fire,CAUGHLIN FIRE
2974,0,0,1,0,NV,2012-01-19T00:00:00 -05:00,FM,Fire,WASHOE FIRE
2975,0,0,1,0,CO,2012-03-26T00:00:00 -04:00,FM,Fire,LOWER NORTH FORK FIRE
2976,0,0,1,0,TX,2012-04-30T00:00:00 -04:00,FM,Fire,LIVERMORE RANCH FIRE COMPLEX
2977,0,0,1,0,NV,2012-05-22T00:00:00 -04:00,FM,Fire,TRE FIRE
2978,0,0,1,0,NM,2012-05-26T00:00:00 -04:00,FM,Fire,WHITEWATER-BALDY FIRE COMPLEX
2979,0,0,1,0,NM,2012-06-09T00:00:00 -04:00,FM,Fire,LITTLE BEAR FIRE
2980,0,0,1,0,CO,2012-06-09T00:00:00 -04:00,FM,Fire,HIGH PARK FIRE
2981,0,0,1,0,NM,2012-06-18T00:00:00 -04:00,FM,Fire,BLANCO (CR 4901) FIRE
2982,0,0,1,0,NM,2012-06-20T00:00:00 -04:00,FM,Fire,ROMERO FIRE
2983,0,0,1,0,UT,2012-06-22T00:00:00 -04:00,FM,Fire,DUMP FIRE
2984,0,0,1,0,CO,2012-06-24T00:00:00 -04:00,FM,Fire,WALDO CANYON FIRE
2985,0,0,1,0,CO,2012-06-24T00:00:00 -04:00,FM,Fire,WEBER FIRE
2986,0,0,1,0,UT,2012-06-24T00:00:00 -04:00,FM,Fire,WOOD HOLLOW FIRE
2987,0,0,1,0,MT,2012-06-26T00:00:00 -04:00,FM,Fire,CORRAL FIRE
2988,0,0,1,0,MT,2012-06-26T00:00:00 -04:00,FM,Fire,DAHL FIRE
2989,0,0,1,0,MT,2012-06-27T00:00:00 -04:00,FM,Fire,ASH CREEK FIRE
2990,0,0,1,0,UT,2012-06-27T00:00:00 -04:00,FM,Fire,CLAY SPRINGS FIRE
2991,0,0,1,0,UT,2012-06-29T00:00:00 -04:00,FM,Fire,ROSE CREST FIRE
2992,0,0,1,0,WY,2012-06-29T00:00:00 -04:00,FM,Fire,ARAPAHOE FIRE 
2993,0,0,1,0,WY,2012-07-02T00:00:00 -04:00,FM,Fire,SQUIRREL CREEK FIRE 
2994,0,0,1,0,UT,2012-07-02T00:00:00 -04:00,FM,Fire,SHINGLE FIRE
2995,0,0,1,0,WY,2012-07-03T00:00:00 -04:00,FM,Fire,OIL CREEK FIRE 
2996,0,0,1,0,SD,2012-07-20T00:00:00 -04:00,FM,Fire,MYRTLE FIRE
2997,0,0,1,0,OK,2012-07-30T00:00:00 -04:00,FM,Fire,FAIR GROUNDS FIRE COMPLEX
2998,0,0,1,0,OK,2012-08-03T00:00:00 -04:00,FM,Fire,GEARY FIRE 
2999,0,0,1,0,OK,2012-08-03T00:00:00 -04:00,FM,Fire,NOBLE FIRE
3001,0,0,1,1,VI,1974-07-22T00:00:00 -04:00,EM,Drought,"DROUGHT, LIVESTOCK LOSSES"
3002,0,0,1,1,PR,1974-08-29T00:00:00 -04:00,EM,Drought,IMPACT OF DROUGHT
3003,0,0,1,1,AK,1974-09-14T00:00:00 -04:00,EM,Other,POWER FAILURE
3004,0,1,0,0,NY,1974-11-02T00:00:00 -05:00,EM,Flood,FLOODNG (NYS BARGE CANAL)
3005,0,0,1,1,NJ,1974-12-24T00:00:00 -05:00,EM,Coastal Storm,"SEVERE STORMS, HIGH WINDS & HIGH TIDES"
3006,0,1,1,1,MS,1975-01-18T00:00:00 -05:00,EM,Tornado,TORNADOES
3007,0,1,1,1,AL,1975-01-18T00:00:00 -05:00,EM,Tornado,TORNADOES
3008,0,1,0,0,GA,1975-03-14T00:00:00 -04:00,EM,Tornado,TORNADOES
3009,0,1,0,0,KY,1975-03-19T00:00:00 -04:00,EM,Other,HIGH WINDS
3010,0,1,0,0,MS,1975-04-04T00:00:00 -04:00,EM,Flood,HEAVY RAINS & FLOODING
3011,0,1,0,0,LA,1975-04-12T00:00:00 -04:00,EM,Flood,HEAVY RAINS & FLOODING
3012,0,1,0,0,ND,1976-04-13T00:00:00 -05:00,EM,Flood,SEVERE FLOODING
3013,0,0,1,1,MN,1976-06-17T00:00:00 -04:00,EM,Drought,DROUGHT
3014,0,0,1,1,WI,1976-06-17T00:00:00 -04:00,EM,Drought,DROUGHT
3015,0,0,1,1,SD,1976-06-17T00:00:00 -04:00,EM,Drought,DROUGHT
3016,0,0,1,1,ND,1976-07-21T00:00:00 -04:00,EM,Drought,DROUGHT
3017,0,0,1,1,MO,1976-09-24T00:00:00 -04:00,EM,Drought,DROUGHT
3018,0,0,1,1,VA,1976-10-15T00:00:00 -04:00,EM,Drought,DROUGHT
3019,0,0,1,1,AR,1976-12-03T00:00:00 -05:00,EM,Drought,DROUGHT
3020,0,1,0,0,OK,1977-01-18T00:00:00 -05:00,EM,Fire,URBAN FIRE
3021,0,0,1,1,WV,1977-01-19T00:00:00 -05:00,EM,Drought,DROUGHT
3022,0,0,1,1,NE,1977-01-18T00:00:00 -05:00,EM,Drought,DROUGHT
3023,0,0,1,1,CA,1977-01-20T00:00:00 -05:00,EM,Drought,DROUGHT
3024,0,0,1,1,UT,1977-01-20T00:00:00 -05:00,EM,Drought,DROUGHT
3025,0,0,1,1,CO,1977-01-29T00:00:00 -05:00,EM,Drought,DROUGHT
3026,0,0,1,1,PA,1977-01-29T00:00:00 -05:00,EM,Snow,SNOWSTORMS
3027,0,1,1,1,NY,1977-01-29T00:00:00 -05:00,EM,Snow,SNOWSTORMS
3028,0,0,1,1,IN,1977-02-02T00:00:00 -05:00,EM,Snow,SNOWSTORMS
3029,0,0,1,1,OH,1977-02-02T00:00:00 -05:00,EM,Snow,SNOWSTORMS
3030,0,0,1,1,MI,1977-02-05T00:00:00 -05:00,EM,Snow,SNOWSTORMS
3031,0,0,1,1,LA,1977-02-22T00:00:00 -05:00,EM,Snow,DROUGHT & FREEZING
3032,0,0,1,1,MS,1977-02-22T00:00:00 -05:00,EM,Snow,DROUGHT & FREEZING
3033,0,0,1,1,NC,1977-03-02T00:00:00 -05:00,EM,Snow,DROUGHT & FREEZING
3034,0,0,1,1,NM,1977-03-02T00:00:00 -05:00,EM,Drought,DROUGHT
3035,0,0,1,1,MI,1977-03-02T00:00:00 -05:00,EM,Drought,DROUGHT
3036,0,0,1,1,IA,1977-03-31T00:00:00 -05:00,EM,Drought,DROUGHT
3037,0,0,1,1,WA,1977-03-31T00:00:00 -05:00,EM,Drought,DROUGHT
3038,0,0,1,1,AZ,1977-04-15T00:00:00 -05:00,EM,Drought,DROUGHT
3039,0,0,1,1,OR,1977-04-29T00:00:00 -04:00,EM,Drought,DROUGHT
3040,0,0,1,1,ID,1977-05-05T00:00:00 -04:00,EM,Drought,DROUGHT
3041,0,0,1,1,NV,1977-06-11T00:00:00 -04:00,EM,Drought,DROUGHT
3042,0,0,1,1,VI,1977-06-14T00:00:00 -04:00,EM,Drought,DROUGHT
3043,0,0,1,1,WY,1977-06-15T00:00:00 -04:00,EM,Drought,DROUGHT
3044,0,0,1,1,GA,1977-07-20T00:00:00 -04:00,EM,Drought,DROUGHT
3045,0,0,1,1,AL,1977-07-20T00:00:00 -04:00,EM,Drought,DROUGHT
3046,0,0,1,1,VA,1977-07-23T00:00:00 -04:00,EM,Drought,DROUGHT
3047,0,0,1,1,SC,1977-08-04T00:00:00 -04:00,EM,Drought,DROUGHT
3048,0,0,1,1,WI,1977-10-03T00:00:00 -04:00,EM,Severe Storm(s),"WINDS, HAIL & RAIN"
3049,0,0,1,1,NC,1977-08-11T00:00:00 -04:00,EM,Drought,DROUGHT
3050,0,0,1,1,MT,1977-08-22T00:00:00 -04:00,EM,Drought,DROUGHT
3051,0,0,1,1,WV,1977-08-24T00:00:00 -04:00,EM,Drought,DROUGHT
3052,0,1,0,0,WV,1977-08-24T00:00:00 -04:00,EM,Flood,"SEVERE STORMS, LANDSLIDES & FLOODING"
3053,0,0,1,1,VT,1977-09-06T00:00:00 -04:00,EM,Drought,DROUGHT
3054,0,1,0,0,AR,1978-01-20T00:00:00 -05:00,EM,Tornado,TORNADOES
3055,0,0,1,1,OH,1978-01-26T00:00:00 -05:00,EM,Snow,BLIZZARDS & SNOWSTORMS
3056,0,0,1,1,IN,1978-01-27T00:00:00 -05:00,EM,Snow,BLIZZARDS & SNOWSTORMS
3057,0,0,1,1,MI,1978-01-27T00:00:00 -05:00,EM,Snow,BLIZZARDS & SNOWSTORMS
3058,0,0,1,1,RI,1978-02-07T00:00:00 -05:00,EM,Snow,BLIZZARD & SNOWSTORMS
3059,0,0,1,1,MA,1978-02-07T00:00:00 -05:00,EM,Snow,BLIZZARD & SNOWSTORMS
3060,0,0,1,1,CT,1978-02-07T00:00:00 -05:00,EM,Snow,BLIZZARD & SNOWSTORMS
3061,0,0,1,1,ND,1978-02-16T00:00:00 -05:00,EM,Snow,BLIZZARD & SNOWSTORMS
3062,0,1,1,1,AR,1978-04-22T00:00:00 -05:00,EM,Tornado,TORNADOES
3063,0,1,0,0,MS,1978-04-24T00:00:00 -05:00,EM,Tornado,TORNADOES
3064,0,1,0,0,AL,1978-04-24T00:00:00 -05:00,EM,Tornado,TORNADOES
3065,0,1,1,1,ND,1978-07-07T00:00:00 -04:00,EM,Tornado,SEVERE STORMS & TORNADOES
3066,0,0,1,1,NY,1978-08-07T00:00:00 -04:00,EM,Toxic Substances,"CHEMICAL WASTE, LOVE CANAL"
3067,0,1,0,0,CA,1978-10-29T00:00:00 -04:00,EM,Fire,BRUSH FIRES
3068,0,0,1,1,IL,1979-01-16T00:00:00 -05:00,EM,Snow,BLIZZARDS & SNOWSTORMS
3069,0,0,1,1,WI,1979-01-19T00:00:00 -05:00,EM,Snow,BLIZZARDS & SNOWSTORMS
3070,0,1,0,0,WA,1979-03-12T00:00:00 -05:00,EM,Flood,FLOODING
3071,0,1,0,0,MO,1979-03-12T00:00:00 -05:00,EM,Flood,ICE JAM & FLOODING
3072,0,1,0,0,GA,1979-03-13T00:00:00 -05:00,EM,Flood,"RAIN, FLOODING, MUDSLIDE"
3073,0,1,0,0,NH,1979-03-15T00:00:00 -05:00,EM,Flood,FLOODING
3074,0,0,1,1,AL,1979-03-17T00:00:00 -05:00,EM,Flood,FLOODING
3075,0,1,1,1,FL,1979-03-24T00:00:00 -05:00,EM,Flood,SEVERE STORMS & FLOODING
3076,0,1,0,0,IA,1979-04-06T00:00:00 -05:00,EM,Tornado,SEVERE STORMS & TORNADOES
3077,0,1,1,1,MS,1979-04-14T00:00:00 -05:00,EM,Severe Storm(s),"STORMS, TORNADOES, FLOODS"
3078,0,0,1,1,CA,1980-02-01T00:00:00 -05:00,EM,Coastal Storm,"TORRENTIAL RAIN, HIGH TIDE & WINDS"
3079,0,0,1,1,FL,1980-05-06T00:00:00 -04:00,EM,Human Cause,UNDOCUMENTED ALIENS
3080,0,0,1,1,NY,1980-05-21T00:00:00 -04:00,EM,Toxic Substances,"CHEMICAL WASTE, LOVE CANAL"
3081,0,1,0,0,PA,1980-06-13T00:00:00 -04:00,EM,Tornado,SEVERE STORMS & TORNADOES
3082,0,1,0,0,ME,1980-09-20T00:00:00 -04:00,EM,Fishing Losses,RED TIDE-TOXIC ALGAE
3083,0,0,1,1,NJ,1980-10-19T00:00:00 -04:00,EM,Drought,WATER SHORTAGE
3084,0,1,0,0,MS,1982-04-10T00:00:00 -05:00,EM,Tornado,TORNADOES
3085,0,1,0,0,AR,1982-04-23T00:00:00 -05:00,EM,Tornado,SEVERE STORMS & TORNADOES
3086,0,0,1,1,WA,1982-08-19T00:00:00 -04:00,EM,Flood,THREAT OF FLOODING AT SPIRIT LAKE
3087,0,1,0,0,MS,1983-12-21T00:00:00 -05:00,EM,Flood,SEVERE STORMS & FLOODING
3088,0,1,0,0,AL,1984-05-11T00:00:00 -04:00,EM,Tornado,SEVERE STORMS & TORNADOES
3089,0,1,0,0,GA,1984-05-11T00:00:00 -04:00,EM,Tornado,SEVERE STORMS & TORNADOES
3090,0,1,0,0,LA,1984-05-15T00:00:00 -04:00,EM,Tornado,SEVERE STORMS & TORNADOES
3091,0,0,1,1,WI,1984-07-10T00:00:00 -04:00,EM,Flood,SEVERE STORMS & FLOODING
3092,0,1,0,0,WY,1987-09-04T00:00:00 -04:00,EM,Toxic Substances,METHANE GAS SEEPAGE
3093,0,1,1,1,FM,1992-05-20T00:00:00 -04:00,EM,Drought,DROUGHT
